,name,author,num_page,language,user_rating,rating_num,reviews,genre_1,genre_2,genre_3,year,publisher
222,The Song of Achilles,Madeline Miller,378,English,4.36,1193764,131317,Fantasy,Historical Fiction,Fiction,2011,Ecco
223,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,406,English,3.54,589627,25772,Fantasy,Fiction,Adult,1995,ReganBooks
224,His Dark Materials,Philip Pullman,1088,English,4.28,157373,5622,Fantasy,Fiction,Young Adult,2000,Laurel Leaf
225,Shōgun,James Clavell,1152,English,4.4,168734,5417,Historical Fiction,Fiction,Japan,1975,Blackstone Publishing
226,Schindler's List,Thomas Keneally,429,English,4.34,157203,2785,History,Nonfiction,Classics,1982,Sceptre
227,The Chain Between Worlds,Johnathon Nicolaou,335,English,4.61,940,50,Fantasy,Young Adult,Urban Fantasy,2006,Vintage
228,The Green Mile,Stephen King,592,English,4.47,299852,11369,Horror,Fiction,Fantasy,1996,Penguin Signet
229,Extremely Loud & Incredibly Close,Jonathan Safran Foer,326,English,3.97,412067,25131,Fiction,Contemporary,Historical Fiction,2005,Mariner Books Classics
230,Clockwork Prince,Cassandra Clare,498,English,4.43,530376,29644,Fantasy,Young Adult,Romance,2011,Margaret K. McElderry Books
231,The Velveteen Rabbit,Margery Williams Bianco,40,English,4.29,250767,4553,Classics,Childrens,Fiction,1922,Avon
232,The Silmarillion,J.R.R. Tolkien,386,English,3.99,270879,11715,Fantasy,Fiction,Classics,1977,Houghton Mifflin Company
233,The Trial,Franz Kafka,255,English,3.96,295755,11942,Classics,Fiction,Philosophy,1925,Vintage
234,The Other Boleyn Girl,Philippa Gregory,661,English,4.08,488383,17549,Historical Fiction,Fiction,Historical,2001,Washington Square Press
235,The Iliad / The Odyssey,Homer,1556,English,4.06,72559,1043,Classics,Fiction,Poetry,801,Penguin Classics
236,Cinder,Marissa Meyer,400,English,4.13,869761,65832,Fantasy,Young Adult,Science Fiction,2012,Feiwel \u0026 Friends
237,Fallen,Lauren Kate,452,English,3.72,566523,21424,Young Adult,Fantasy,Romance,2009,Delacorte Press
238,Last Sacrifice,Richelle Mead,594,English,4.37,280030,12301,Young Adult,Vampires,Fantasy,2010,Razorbill
239,A Confederacy of Dunces,John Kennedy Toole,394,English,3.88,264601,17744,Fiction,Classics,Humor,1980,Grove Weidenfeld
240,The Sun Also Rises,Ernest Hemingway,189,English,3.8,421518,16984,Classics,Fiction,Literature,1926,Pan Books
241,The Secret Magdalene,Ki Longfellow,448,English,4.16,4454,494,Historical Fiction,Fiction,Religion,2005,Crown
242,Man's Search for Meaning,Viktor E. Frankl,165,English,4.37,631911,34868,Nonfiction,Psychology,Philosophy,1959,Beacon Press
243,The Crucible: A Play in Four Acts,Arthur  Miller,143,English,3.6,387724,10774,Classics,Plays,Fiction,1953,Penguin Books
244,Cat's Cradle,Kurt Vonnegut Jr.,179,English,4.16,385245,13923,Fiction,Classics,Science Fiction,1963,Penguin
245,City of Fallen Angels,Cassandra Clare,425,English,4.08,576122,26707,Fantasy,Young Adult,Romance,2011,Margaret K. McElderry Books
246,The Screwtape Letters,C.S. Lewis,222,English,4.25,414581,14858,Fiction,Christian,Classics,1942,HarperCollins e-books
247,Gone Girl,Gillian Flynn,415,English,4.12,2886040,147440,Fiction,Mystery,Thriller,2012,Broadway Books
248,Spirit Bound,Richelle Mead,489,English,4.33,286612,9844,Young Adult,Vampires,Fantasy,2010,Razorbill
249,The God of Small Things,Arundhati Roy,321,English,3.95,284416,17722,Fiction,India,Historical Fiction,1997,Random House
250,A Light in the Attic,Shel Silverstein,176,English,4.35,429280,3317,Poetry,Childrens,Classics,1981,Harpercollins Childrens Books
251,The Wind in the Willows,Kenneth Grahame,197,English,4.0,206481,8256,Classics,Fiction,Childrens,1908,Penguin Books
252,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,242,English,4.45,306784,12693,Nonfiction,Biography,History,1971,Bantam
253,Howl’s Moving Castle,Diana Wynne Jones,329,English,4.29,309112,25124,Fantasy,Young Adult,Fiction,1986,Harper Trophy
254,The Phantom of the Opera,Gaston Leroux,360,English,3.96,229240,9808,Classics,Fiction,Horror,1909,Harper Perennial
255,Girl with a Pearl Earring,Tracy Chevalier,233,English,3.92,713904,11789,Historical Fiction,Fiction,Historical,1999,Plume/Penguin
256,Blindness,José Saramago,349,English,4.16,266772,21964,Fiction,Dystopia,Science Fiction,1995,Mariner Books
257,The Wind-Up Bird Chronicle,Haruki Murakami,607,English,4.15,266419,18394,Fiction,Magical Realism,Japan,1994,Knopf
258,Uglies,Scott Westerfeld,425,English,3.85,638766,25732,Young Adult,Dystopia,Science Fiction,2005,Simon Pulse
259,Ella Enchanted,Gail Carson Levine,240,English,4.0,406361,11736,Fantasy,Young Adult,Fiction,1997,Scholastic Books
260,A Clash of Kings,George R.R. Martin,969,English,4.41,893080,26566,Fantasy,Fiction,Epic Fantasy,1998,Bantam
261,She's Come Undone,Wally Lamb,465,English,3.9,338965,10883,Fiction,Contemporary,Chick Lit,1992,Pocket
262,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,291,English,4.14,464478,14738,Nonfiction,Memoir,Animals,2005,William Morrow; 1ST edition
263,Shiver,Maggie Stiefvater,392,English,3.76,470738,24445,Young Adult,Fantasy,Romance,2009,Scholastic Press
264,The House of the Spirits,Isabel Allende,448,English,4.27,245319,12951,Fiction,Magical Realism,Historical Fiction,1982,Dial Press Trade Paperback
265,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,291,English,4.19,721010,60320,Historical Fiction,Fiction,Romance,2008,Dial Press Trade Paperback
266,The Shack,William Paul Young,294,English,3.81,620937,35049,Fiction,Christian,Christian Fiction,2007,Windblown Media
267,The Sound and the Fury,William Faulkner,366,English,3.86,175510,8678,Classics,Fiction,Literature,1929,Vintage International
268,Fear and Loathing in Las Vegas,Hunter S. Thompson,204,English,4.07,335589,8440,Fiction,Classics,Humor,1971,Vintage Books
269,For Whom the Bell Tolls,Ernest Hemingway,471,English,3.98,281271,8260,Classics,Fiction,Historical Fiction,1940,Scribner
270,Marked,P.C. Cast,306,English,3.81,478283,15657,Young Adult,Fantasy,Vampires,2007,St. Martin's Press
271,The Complete Calvin and Hobbes,Bill Watterson,1456,English,4.8,39124,1145,Comics,Humor,Graphic Novels,2005,Andrews McMeel Publishing
272,Norwegian Wood,Haruki Murakami,296,English,4.02,537484,38867,Fiction,Romance,Japan,1987,Vintage Books
273,Speak,Laurie Halse Anderson,224,English,4.04,566959,29361,Young Adult,Fiction,Contemporary,1999,"Farrar, Straus and Giroux (BYR)"
274,Roots: The Saga of an American Family,Alex Haley,888,English,4.44,157402,4065,Historical Fiction,Fiction,Classics,1976,Dell Publishing
275,Island of the Blue Dolphins,Scott O'Dell,194,English,3.86,323167,9548,Young Adult,Fiction,Historical Fiction,1960,HMH Books for Young Readers
276,Stranger in a Strange Land,Robert A. Heinlein,525,English,3.92,303978,9454,Science Fiction,Fiction,Classics,1961,Ace
277,Paper Towns,John Green,305,English,3.72,1265074,54345,Young Adult,Fiction,Contemporary,2008,Speak
278,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,389,English,4.45,2199869,213177,Fiction,Romance,Historical Fiction,2017,Atria Books
279,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,566,English,4.23,713192,30721,Fiction,Mystery,Thriller,2007,Knopf
280,Othello,William Shakespeare,314,English,3.89,371122,9264,Classics,Plays,Fiction,1603,Simon \u0026 Schuster
281,Into the Wild,Jon Krakauer,203,English,4.0,1039516,26567,Travel,Adventure,Classics,1996,Anchor Books
282,Blood River: A Journey to Africa's Broken Heart,Tim Butcher,363,English,3.97,11199,817,Travel,Nonfiction,Africa,2007,Vintage
283,Kafka on the Shore,Haruki Murakami,467,English,4.14,427649,33613,Fiction,Magical Realism,Fantasy,2002,Vintage International
284,Inkheart,Cornelia Funke,563,English,3.91,410423,13634,Fantasy,Young Adult,Fiction,2003,Scholastic Paperbacks
285,The Idiot,Fyodor Dostoevsky,667,English,4.2,168020,7698,Classics,Fiction,Russia,1869,Modern Library
286,The Lord of the Rings,J.R.R. Tolkien,1216,English,4.52,646457,13855,Fantasy,Classics,Fiction,1955,Houghton Mifflin Harcourt
287,Beautiful Disaster,Jamie McGuire,432,English,4.03,654258,32854,Romance,New Adult,Contemporary,2011,Jamie McGuire
288,Mockingjay,Suzanne Collins,390,English,4.07,2961301,117246,Young Adult,Dystopia,Fiction,2010,Scholastic Press
289,Delirium,Lauren Oliver,441,English,3.96,457433,28095,Young Adult,Dystopia,Romance,2011,HarperCollins
290,King Lear,William Shakespeare,338,English,3.91,209124,6167,Classics,Plays,Drama,1605,Simon \u0026 Schuster
291,White Oleander,Janet Fitch,446,English,3.99,345769,8547,Fiction,Contemporary,Coming Of Age,1999,"Little, Brown and Company"
292,Neverwhere,Neil Gaiman,370,English,4.17,503266,27596,Fantasy,Fiction,Urban Fantasy,1996,William Morrow Paperbacks
293,The Complete Sherlock Holmes,Arthur Conan Doyle,1796,English,4.5,194319,4732,Classics,Mystery,Fiction,1894,Bantam Classics
294,The Vampire Lestat,Anne Rice,481,English,4.09,193543,4713,Horror,Fantasy,Vampires,1985,Ballantine Books
295,Uncle Tom's Cabin,Harriet Beecher Stowe,438,English,3.9,219698,9357,Classics,Fiction,Historical Fiction,1852,Wordsworth Classics
296,Invisible Man,Ralph Ellison,581,English,3.91,180133,7710,Classics,Fiction,Literature,1952,Vintage
297,Different Seasons,Stephen King,560,English,4.35,197300,5844,Horror,Fiction,Short Stories,1982,Warner Books
298,Midnight Sun [2008 Draft],Stephenie Meyer,264,English,4.01,148487,9347,Young Adult,Fantasy,Vampires,2008,Vintage
299,The Once and Future King,T.H. White,639,English,4.07,106252,4729,Fantasy,Classics,Fiction,1958,Ace
300,I Know This Much Is True,Wally Lamb,897,English,4.2,306784,10003,Fiction,Contemporary,Literary Fiction,1998,HarpPeren
301,All Creatures Great and Small,James Herriot,437,English,4.34,140636,6550,Nonfiction,Animals,Memoir,1972,St. Martin's Paperbacks
302,Flow Down Like Silver,Ki Longfellow,301,English,3.98,4600,226,Historical Fiction,Fiction,Egypt,2009,Eio Books
303,The Things They Carried,Tim O'Brien,246,English,4.14,296361,17588,Fiction,Historical Fiction,Classics,1990,Broadway
304,Paradise Lost,John Milton,453,English,3.83,158276,5170,Classics,Poetry,Fiction,1667,Penguin Classics
305,Foundation,Isaac Asimov,244,English,4.17,507535,14789,Science Fiction,Fiction,Classics,1951,Bantam
306,Candide,Voltaire,129,English,3.76,264286,10551,Classics,Fiction,Philosophy,1759,Dover Publications
307,The Historian,Elizabeth Kostova,704,English,3.79,259607,17683,Fiction,Historical Fiction,Fantasy,2005," Little, Brown and Company"
308,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,444,English,4.22,169259,12714,Fiction,Humor,Historical Fiction,2002,Harper Perennial
309,James and the Giant Peach,Roald Dahl,176,English,4.03,451721,8473,Childrens,Fantasy,Fiction,1961,Alfred A. Knopf 
310,Never Let Me Go,Kazuo Ishiguro,288,English,3.84,632561,46316,Fiction,Science Fiction,Dystopia,2005,Vintage Books 
311,The Way of Kings,Brandon Sanderson,1007,English,4.65,430595,30075,Fantasy,Fiction,Epic Fantasy,2010,Tor Books
312,The Complete Works,William Shakespeare,1229,English,4.47,54977,947,Classics,Poetry,Fiction,1623,Gramercy
313,The Thirteenth Tale,Diane Setterfield,406,English,3.97,305196,25832,Fiction,Mystery,Historical Fiction,2006,Atria Books
314,Leaves of Grass,Walt Whitman,624,English,4.12,98429,3007,Poetry,Classics,Fiction,1855,Simon  Schuster
315,The Time Machine,H.G. Wells,118,English,3.9,493726,14889,Classics,Science Fiction,Fiction,1895,Signet Classics
316,Heidi,Johanna Spyri,352,English,4.02,192645,5549,Classics,Fiction,Childrens,1880,Kingfisher
317,City of Lost Souls,Cassandra Clare,535,English,4.23,508440,23378,Fantasy,Young Adult,Romance,2012,Margaret K. McElderry Books
318,The Son of Neptune,Rick Riordan,521,English,4.42,536832,21042,Fantasy,Mythology,Young Adult,2011,Disney-Hyperion Books
319,Ready Player One,Ernest Cline,374,English,4.23,1092600,98815,Science Fiction,Fiction,Young Adult,2011,Crown Publishers
320,The Cider House Rules,John Irving,1064,English,4.15,179146,4756,Fiction,Classics,Historical Fiction,1985,Thorndike Press
321,The Wise Man's Fear,Patrick Rothfuss,994,English,4.55,521711,25945,Fantasy,Fiction,Epic Fantasy,2011,DAW Books
322,Graceling,Kristin Cashore,471,English,4.07,444332,25751,Fantasy,Young Adult,Romance,2008,Harcourt
323,Crooked Kingdom,Leigh Bardugo,561,English,4.61,548698,62536,Fantasy,Young Adult,Fiction,2016,Orion Children's Books
324,Wonder,R.J. Palacio,315,English,4.38,1020531,73879,Young Adult,Fiction,Middle Grade,2012,Alfred A. Knopf
325,"Are You There God? It's Me, Margaret",Judy Blume,149,English,3.93,216871,9480,Young Adult,Fiction,Childrens,1970,Richard Jackson/Athaneum Books for Young Readers
326,The Mark of Athena,Rick Riordan,586,English,4.47,552884,22011,Fantasy,Mythology,Young Adult,2012,Disney-Hyperion Books
327,Fangirl,Rainbow Rowell,483,English,3.97,718881,57360,Young Adult,Romance,Contemporary,2013,St. Martin's Griffin
328,Walden,Henry David Thoreau,352,English,3.78,181777,7132,Classics,Philosophy,Nonfiction,1854,Princeton University Press
329,Sophie's World,Jostein Gaarder,403,English,3.96,247229,14080,Philosophy,Fiction,Classics,1991,Phoenix
330,'Salem's Lot,Stephen King,483,English,4.05,419768,15780,Horror,Fiction,Vampires,1975,New English Library
331,Me Before You,Jojo Moyes,369,English,4.26,1517902,92611,Romance,Fiction,Contemporary,2012,Penguin Books
332,The Final Empire,Brandon Sanderson,537,English,4.47,591344,43759,Fantasy,Fiction,High Fantasy,2006,Tor Books
333,Mrs. Dalloway,Virginia Woolf,194,English,3.79,282166,15721,Classics,Fiction,Literature,1925,Harcourt
334,The Awakening,Kate Chopin,195,English,3.67,197790,9778,Classics,Fiction,Feminism,1899,Elibron Classics
335,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,416,English,4.28,296514,9023,Fiction,Historical Fiction,LGBT,1987,Random House
336,East of Eden,John Steinbeck,601,English,4.4,506168,26083,Classics,Fiction,Historical Fiction,1952,Penguin Books
337,Legend,Marie Lu,305,English,4.16,505129,35650,Young Adult,Dystopia,Fantasy,2011,Putnam Juvenile
338,Sophie's Choice,William Styron,562,English,4.17,88738,2908,Fiction,Classics,Historical Fiction,1979,Vintage Books
339,The Martian,Andy Weir,384,English,4.41,1043041,83387,Science Fiction,Fiction,Audiobook,2011,Crown
340,The Prince of Tides,Pat Conroy,679,English,4.25,204844,4907,Fiction,Classics,Romance,1986,Dial Press Trade Paperback
341,The Hound of the Baskervilles,Arthur Conan Doyle,256,English,4.13,323791,11247,Classics,Mystery,Fiction,1901,Signet
342,Middlemarch,George Eliot,904,English,4.01,155258,10079,Classics,Fiction,Historical Fiction,1872,Signet
343,Fifty Shades Darker,E.L. James,532,English,3.83,863718,30310,Romance,Erotica,Fiction,2011,The Writer's Coffee Shop Publishing House
344,Shatter Me,Tahereh Mafi,338,English,3.89,674341,66394,Fantasy,Young Adult,Dystopia,2011,Harper
345,Dead Until Dark,Charlaine Harris,292,English,3.97,528376,19601,Fantasy,Vampires,Paranormal,2001,Ace Books
346,Stardust,Neil Gaiman,248,English,4.1,427826,23689,Fantasy,Fiction,Romance,1998,Harper Perennial
347,Things Fall Apart,Chinua Achebe,209,English,3.72,350192,18197,Fiction,Classics,Historical Fiction,1958,Anchor Books
348,Do Androids Dream of Electric Sheep?,Philip K. Dick,258,English,4.09,422340,17525,Science Fiction,Fiction,Classics,1968,Ballantine Books
349,The Monster at the End of this Book,Jon Stone,32,English,4.45,123749,3238,Picture Books,Childrens,Fiction,1971,Golden Books
350,Hamlet,William Shakespeare,289,English,4.02,894240,19146,Classics,Plays,Fiction,1601,Cambridge University Press
351,Eleanor & Park,Rainbow Rowell,328,English,3.96,1114542,75662,Young Adult,Romance,Contemporary,2012,St. Martin's Press
352,The Complete Maus,Art Spiegelman,296,English,4.57,201271,12697,Graphic Novels,Comics,Nonfiction,1980,Penguin Books
353,A Time to Kill,John Grisham,738,English,4.1,784308,6600,Fiction,Mystery,Thriller,1989,Dell
354,Bridget Jones's Diary,Helen Fielding,271,English,3.8,954328,11763,Fiction,Chick Lit,Romance,1996,Penguin Books
355,The Magician's Nephew,C.S. Lewis,221,English,4.05,508317,18724,Fantasy,Classics,Fiction,1955,HarperCollins Narnia
356,Franny and Zooey,J.D. Salinger,201,English,3.96,211927,9108,Fiction,Classics,Short Stories,1957,Back Bay Books
357,Black Beauty,Anna Sewell,245,English,3.98,268678,6317,Classics,Fiction,Childrens,1877,Scholastic Paperbacks
358,A Court of Thorns and Roses,Sarah J. Maas,432,English,4.2,1534464,122152,Fantasy,Romance,Young Adult,2015,Bloomsbury USA Childrens
359,V for Vendetta,Alan Moore,296,English,4.26,300319,6807,Graphic Novels,Comics,Fiction,1990,Vertigo
360,Number the Stars,Lois Lowry,137,English,4.18,538081,15833,Historical Fiction,Young Adult,Fiction,1989,Laurel Leaf
361,A Short History of Nearly Everything,Bill Bryson,544,English,4.21,367648,15018,Nonfiction,Science,History,2003,Crown
362,The Power of One,Bryce Courtenay,544,English,4.34,86422,5745,Fiction,Historical Fiction,Africa,1989,Ballantine Books
363,The Graveyard Book,Neil Gaiman,312,English,4.15,513403,37756,Fantasy,Young Adult,Fiction,2008,HarperCollins
364,The Witches,Roald Dahl,208,English,4.17,378774,9761,Fantasy,Childrens,Fiction,1983,Scholastic Inc.
365,The Art of Racing in the Rain,Garth Stein,336,English,4.22,501451,42469,Fiction,Animals,Contemporary,2008,Harper Collins
366,If I Stay,Gayle Forman,208,English,3.92,861023,41031,Young Adult,Romance,Contemporary,2009,Viking
367,Love You Forever,Robert Munsch,32,English,4.37,230026,5876,Picture Books,Childrens,Fiction,1986,Firefly Books
368,The Gunslinger,Stephen King,231,English,3.93,582834,23090,Fantasy,Fiction,Horror,1982,Plume
369,All the Light We Cannot See,Anthony Doerr,531,English,4.32,1455969,95243,Historical Fiction,Fiction,Historical,2014,Scribner
370,White Fang,Jack London,252,English,4.01,181135,5896,Classics,Fiction,Adventure,1906,Scholastic Paperbacks
371,Allegiant,Veronica Roth,531,English,3.61,998285,69588,Young Adult,Dystopia,Fiction,2013,HarperCollins Children's Book's
372,American Psycho,Bret Easton Ellis,399,English,3.81,290016,15920,Fiction,Horror,Classics,1991,Vintage Contemporaries / Random House
373,The Complete Novels,Jane Austen,1344,English,4.57,32329,705,Classics,Fiction,Romance,1813,Penguin Books
374,Gulliver's Travels: Travels into Several Remote Nations of the World.,Jonathan Swift,306,English,3.58,264053,7044,Classics,Fiction,Fantasy,1726,Penguin
375,Beowulf,Unknown,245,English,3.47,289868,8775,Classics,Poetry,Fiction,900,W.W. Norton \u0026 Company
